Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,25446998,82049008,MC GRATH NISSAN INC.,MC GRATH NISSAN INC,,945 E CHICAGO ST,,ELGIN,IL,D,After research on the web found possible DUNS,025446998 /  082049008,"On hoovers for JUNE DUNS we found company name ""Nissan Mc Grath Inc"" and name matches partially & address matches completely and for MAY DUNS we found company name ""Nissan Mc Grath Inc"" where name matches partially & address matches completely. So both JUNE and MAY DUNS are considered.",-,June/May,Single Location/Single Location,Nissan Mc Grath Inc,"945 E Chicago St Elgin, IL 60120-6820, United States ",847-695-6700 ,025446998 /  082049008,-
,834679680,194295866,WOLF INDUSTRIES INC,WOLF IND INC,,1120 BROAD AVE,,GULFPORT,MS,A,Accepted original DUNS based on input data given,834679680,We could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is different.,-,June,Headquarters,"Wolf Industries, Inc.","1120 Broad Ave Gulfport, MS 39501-2414, United States ",228-863-3331 ,-,834679680
,79473874,612479498,COLCHESTER GLOBAL,COLCHESTER GLOBAL IN,,885 3RD AVE,,NEW YORK,NY,A,Accepted original DUNS based on input data given,79473874,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find partially matching company name where address is  different,-,June,Single Location,Colchester Global Bond Fund,"885 3rd Ave Fl 24 New York, NY",646-472-1801 ,-,-
,968838701,835669474,ST AGNES ACADEMY,ST AGNES ACADEMY,,9000 BELLAIRE BLVD,,HOUSTON,TX,D,After research on the web found possible DUNS,968838701 / 835669474,"On hoovers for JUNE DUNS we found company name ""St. Agnes Academy, Inc."" matches Partially and address matches Completely and for MAY DUNS we found company name ""DOMINICAN SISTERS OF HOUSTON, TEXAS, INC."" where tradestyle and address matches Completely. So both JUNE and MAY DUNS are considered.",-,June/May,Single Location / Branch,"St. Agnes Academy, Inc.","9000 Bellaire Blvd Houston, TX ",713-219-5400,968838701 / 835669474,-
,79749497,784634701,COMMUNITY FIRST BANC,COMMUNITY FIRST BANC,,115 W WASHINGTON AVE,,UNION CITY,TN,B,After research on the web accept original DUNS,784634701,We could find company name with JUNE DUNS where name & address is Different. For MAY DUNS we could find name and address matches.,-,May,Single Location,"Community First Bancshares, Inc.","115 W Washington Ave Union City, TN",731-886-8800 ,-,-
,44699478,806049214,DYNASERV INDUSTRIES,DYNASERV IND,,58-30 64TH STREET,,MASPETH,-,A,Accepted original DUNS based on input data given,44699478,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find company name and address,-,June,Headquarters,DYNASERV INDUSTRIES INC.,"5830 64th St , Maspeth, NY ",718-416-0250,-,44699478
,961855157,19393342,JMC IMPORTS INC,JMC IMPORTS INC,,PO BOX 204385,,AUSTIN,TX,D,After research on the web found possible DUNS,961855157 / 19393342,"On hoovers for JUNE DUNS we found company name ""Jmc Import Motors, Inc."" matches Partially and address matches Completely and for MAY DUNS we found company name ""Jmc Auto Group, LLC."" where name matches partially and address matches Completely. So both JUNE and MAY DUNS are considered.",-,June/May,Single Location / Single Location,"JMC IMPORT MOTORS, INC","13049 Research Blvd Austin, TX",512-219-4211,961855157 / 19393342,-
,60517632,29065273,MANN PACKING CO INC,MANN PACKING CO INC,,1250 HANSEN ST,,SALINAS,CA,A,Accepted original DUNS based on input data given,60517632,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find  company name where address is  different,-,June,Branch,"Mann Packing Co., Inc.","1250 Hansen St,Salinas, CA",831-422-7405,-,-
,795163518,626789184,YARA NORTH AM INC,YARA NORTH AM INC,,100 N TAMPA ST,,TAMPA,FL,D,After research on the web found possible DUNS,795163518 / 626789184,"On hoovers for JUNE DUNS we found company name ""St. Agnes Academy, Inc."" matches Partially and address matches Completely and for MAY DUNS we found company name "" Yara "" where tradestyle and address matches Completely. So both JUNE and MAY DUNS are considered.",-,June/May,Headquarters / Headquarters,"YARA NORTH AMERICA, INC","100 N Tampa St Ste 3200,Tampa, FL",813-222-5700,795163518 / 626789184,
,79567642,3820166,FEDEGARI TECHNOLOGIE,FEDEGARI TECHNOLOGIE,,1228 BETHLEHEM PIKE,,SELLERSVILLE,-,D,After research on the web found possible DUNS,79567642 / 003820166,"On hoovers for JUNE DUNS we found company name "" Fedegari Technologies, Inc. "" matches Partially and address matches Completely and for MAY DUNS we found company name "" Fedegari Technologies, Inc. "" where name and address matches partially. So both JUNE and MAY DUNS are considered.",-,June/May,Single Location / Single Location,"Fedegari Technologies, Inc.","1228 Bethlehem Pike , Sellersville, PA",215-453-2180,79567642 / 003820166,-
,79412343,966468779,UNIFRAX CORP,UNIFRAX CORP,,2351 WHIRLPOOL ST,,NIAGARA FALLS,NY,A,Accepted original DUNS based on input data given,79412343, we could find JUNE DUNS on hoovers with input company name and address.For MAY DUNS we could find same company name where  find  different address  .,,June,Single Location,Unifrax Corporation,"2351 Whirlpool St
Niagara Falls, NY 14305-2413, 
United States",716-278-3800 ,,
,53506184,962651761,MONTCLAIR STATE UNIVERSITY,MONTCLAIR STATE UNIVERSITY,,1 NORMAL AVE,,MONTCLAIR,NJ,C,After research on the web found better DUNS,964779222,"After research on D&B toolkit, we found DUNS for the companies where number of parameters matches i.e. Company Name, Address or Contact Numbers",,-,Single Location,"Montclair State University Foundation, Inc.
","1 Normal Ave
Montclair, NJ 07043-1624, 
United States",973-655-4344,964779222,
,23215896,43590116,C.V. STARR & COMPANY INC,STARR INDEMNITY LIAB,,399 PARK AVE FL 9,,NEW YORK,NY,A,Accepted original DUNS based on input data given,23215896,we could find JUNE DUNS on hoovers with input company name and address.For MAY DUNS we could find different company name where address not matches.,,June,Headquarters,Starr Indemnity & Liability Company,"399 Park Ave Rm 1700
New York, NY 10022-4681, 
United States",646-227-6300 ,,
,103199824,963212258,GATEWAY PACKAGING HO,GATEWAY PACKAGING HO,,100 S 4TH ST STE 600,,SAINT LOUIS,MO,A,Accepted original DUNS based on input data given,103199824,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find same company name where  address doesn't match.
",,June,Headquarters,Gateway Packaging Company,"100 S 4th St Ste 600
Saint Louis, MO 63102-1822, 
United States",618-451-0010 ,,
,24414552,78536321,JBC GENERAL CONTRACT,JBC GENERAL CONTRACT,,PO BOX 5067,,MCALLEN,TX,D,After research on the web found possible DUNS,024414552/078536321,"On hoovers for JUNE DUNS we found company name ""Jbc General Contractors, LLC"" and address match completely.and 
for MAY DUNS we found company name ""Jbc General Contractors LLC"" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,"Jbc General Contractors, LLC","Mcallen, TX 78502, 
United States",956-316-1270 ,024414552/078536321,
,79682864,134523070,ESILICON CORP,ESILICON CORP,,PO BOX 400,,ALVISO,CA,C,After research on the web found better DUNS,79682864,"On hoovers for JUNE DUNS we found company name and address not found and for MAY DUNS we found company name "" Esilicon Corporation"" and address doesn't match.
After research on web found better dUNS with company name "" Esilicon Corporation"" and address matches completely.
",,,Single Location,Esilicon Corporation,"2130 Gold St Ste 100
Alviso, CA 95002-3700, 
United States",408-635-6300 ,79682864,
,32013742,19675774,ASSIMA INC,ASSIMA INC,,3330CMBRLNDBLVD975,,ATLANTA,,A,Accepted original DUNS based on input data given,32013742,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find same company name where  address doesn't match.
",,June,Branch,"Assima, Inc.","3330 Cumberland Blvd Se #975
Atlanta, GA 30339-8114, 
United States",770-672-7911 ,,4286170
,78386321,59012075,DOMINION DIAGNOSTICS,DOMINION DIAGNOSTICS,,211 CIRCUIT DR,,NORTH KINGSTOWN,RI,D,After research on the web found possible DUNS,078386321/059012075,"On hoovers for JUNE DUNS we found company name ""Dominion Diagnostics, LLC"" and address match completely.and 
for MAY DUNS we found company name ""DDH, INC."" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,"Dominion Diagnostics, LLC","211 Circuit Dr
North Kingstown, RI 02852-7440, 
United States",401-667-0800 ,078386321/059012075,
,789346236,798711677,YAMAZEN INC,YAMAZEN INC,,735 REMINGTON RD,,SCHAUMBURG,IL,D,After research on the web found possible DUNS,789346236/798711677,"On hoovers for JUNE DUNS we found company name ""Yamazen, Inc."" and address match completely.and 
for MAY DUNS we found company name ""Yamazen, Inc."" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Branch,"Yamazen, Inc.","735 Remington Rd
Schaumburg, IL 60173-4552, 
United States",847-882-8800 ,789346236/798711677,
,53487807,961766180,FURNITURELAND SOUTH,FURNITURELAND SOUTH,,5635 RIVERDALE DR,,JAMESTOWN,NC,A,Accepted original DUNS based on input data given,53487807,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find different  company name where  address match.
",,June,Headquarters,"FURNITURELAND SOUTH, INC.","5635 Riverdale Dr
Jamestown, NC 27282-9171, 
United States",336-822-3000 ,,
,93762680,68279744,SEAFARERS VACATION,SEAFARERS VACATION,,5201 AUTH WAY,,CAMP SPRINGS,MD,E,After research on the web found Business but no DUNS,,"We could find existing DUNS on hoovers where company name as ""SEAFARERS VACATION FUND "" and address doesn't match. 
After research we could find company business on web, but there is no DUNS available for the obligor.

",http://americanautoworker.com/location-info.php?location_id=460,,,,,,,
,9147736,788499614,TIE SOLUTIONS INC,REZ1 INC,,100 WILLIAM ST,,WELLESLEY,MA,A,Accepted original DUNS based on input data given,9147736,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find same  company name where  address doesn't match.
",,June,Single Location,"Tie Solutions, Inc.","100 William St Ste 100
Wellesley, MA 02481-3702, 
United States",617-928-5000 ,,
,830517293,8858920,HAREN&LAUGHLIN RSTRT,HARENLAUGHLIN RSTRT,,8035 NIEMAN RD,,LENEXA,KS,F,After research on the web found no Business and no DUNS,,"We could find existing DUNS on hoovers where company name as "" HAREN AND LAUGHLIN RESTORATION COMPANY, INC."" and address doesn't match. 
Also after research on web we could not find company business.
",,,,,,,,
,140723532,153527259,ADVANTAGE RN LLC,ADVANTAGE RN LLC,,9021 MERIDIAN WAY,,WEST CHESTER,OH,D,After research on the web found possible DUNS,140723532/153527259,"On hoovers for JUNE DUNS we found company name ""Advantage Rn, LLC"" and address match completely.and 
for MAY DUNS we found company name ""Advantage Rn, LLC"" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Branch,"Advantage Rn, LLC","9021 Meridian Way
West Chester, OH 45069-6539, 
United States",866-301-4045 ,140723532/153527259,
,79568389,831163980,STATE VOICES,STATE VOICES,,1625 MASSACHUSETTS AVE NW STE 308,,WASHINGTON,DC,D,After research on the web found possible DUNS,079568389/079568389,"On hoovers for JUNE DUNS we found company name ""State Voices"" and address match completely.and 
for MAY DUNS we found company name ""State Voices"" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,State Voices,"1625 Massachusetts Ave Nw Ste 308
Washington, DC 20036-2247, 
United States",202-888-1631 ,079568389/079568389,
,9954735,175177849,SUN BELLE INC.,SUN BELLE INC,,3810 ROSE ST,,SCHILLER PARK,IL,D,After research on the web found possible DUNS,079568389/079568389,"On hoovers for JUNE DUNS we found company name ""SUN BELLE INC."" and address match completely.and 
for MAY DUNS we found company name ""Sun Belle Imports Corp."" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Headquarters,SUN BELLE INC.,"3810 Rose St
Schiller Park, IL 60176-2122, 
United States",708-343-4545 ,079568389/079568389,
,10874971,148477412,NRC REALTY ADVISORS,NRC REALTY CAPITAL,,350 W ONTARIO ST FL 4,,CHICAGO,IL,D,After research on the web found possible DUNS,010874971/148477412,"On hoovers for JUNE DUNS we found company name ""R N Realty"" and address match completely.and 
for MAY DUNS we found company name ""NRC Realty & Capital Advisors, LLC"" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,"NRC Realty & Capital Advisors, LLC","350 W Ontario St Ste 4e
Chicago, IL 60654-5740, 
United States",312-278-6800 ,010874971/148477412,
,84241413,13186559,TRI CITY ORTHO SURG,TRI CITY ORTHO SURG,,3905 WARING RD,,OCEANSIDE,CA,D,After research on the web found possible DUNS,84241413/013186559,"On hoovers for JUNE DUNS we found company name ""Tri City Orthopedic Surgery & Medical Group"" and address match completely.and 
for MAY DUNS we found company name ""Orthopaedic Specialists North County"" and address matches completly. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,Tri City Orthopedic Surgery & Medical Group,"3905 Waring Rd
Oceanside, CA 92056-4405, 
United States",760-724-9000 ,84241413/013186559,
,2175978,33078881,MY LOCKER.COM LLC,MY LOCKER COM LLC,,1300 ROSA PARKS BLVD,,DETROIT,MI,A,Accepted original DUNS based on input data given,2175978,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find same  company name where  address doesn't match.
",,June,Single Location,"Mylocker.com, L.L.C.","1300 Rosa Parks Blvd
Detroit, MI 48216-1952, 
United States",586-360-2555 ,,
,69727785,7736652,SUNTON ENTERPRISES,SUNTON ENTERPRISES,,625 W WARD AVE,,HIGH POINT,NC,A,Accepted original DUNS based on input data given,69727785,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find same  company name where  address doesn't match.
",,June,Single Location,Sunton Enterprises Inc,"625 W Ward Ave
High Point, NC 27260-1644, 
United States",336-888-2566 ,,
,38268967,119204949,SPILLER FURNITURE,SPILLER FURNITURE,,PO BOX 20824,,TUSCALOOSA,AL,B,After research on the web accept original DUNS,119204949,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Branch,"Spillers Associated Furniture Store, Inc","200 15th St E
Tuscaloosa, AL 35401, 
United States",205-758-5563 ,,38268967
,76672018,127394299,CORP TECHNOLOGY,CORP TECHNOLOGY,,1971 E 5TH ST STE 111,,TEMPE,AZ,B,After research on the web accept original DUNS,127394299,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Headquarters,CORPORATE TECHNOLOGY SOLUTIONS LLC,"1971 E 5th St Ste 111
Tempe, AZ 85281-2972, 
United States",480-377-0225 ,,
,20301071,782066518,SPECIALISTS IN UROLO,SPECIALISTS IN UROLO,,955 10TH AVE N,,NAPLES,FL,D,After research on the web found possible DUNS,020301071/782066518,"On hoovers for JUNE DUNS we found company name ""The Prostate Center Specialists In Urology"" and address match completely.and 
for MAY DUNS we found company name ""Specialists In Urology, P.A."" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Headquarters,The Prostate Center Specialists In Urology,"955 10th Ave N
Naples, FL 34102-5452, 
United States",239-403-9231 ,020301071/782066518,
,79537276,835627332,DANCING DEER BAKING,DANCING DEER BAKING,,65 SPRAGUE ST,,BOSTON,MA,D,After research on the web found possible DUNS,79537276/835627332,"On hoovers for JUNE DUNS we found company name ""Dancing Deer Baking Company LLC"" and address match completely.and 
for MAY DUNS we found company name ""Dancing Deer Baking Company LLC"" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,Dancing Deer Baking Company LLC,"65 Sprague St # A
Boston, MA 02136-2098, 
United States",617-442-7300 ,79537276/835627332,
,21621761,603733416,RED ROCK SECURITY,RED ROCK SECURITY,,6 MORGAN,,IRVINE,CA,D,After research on the web found possible DUNS,21621761/603733416,"On hoovers for JUNE DUNS we found company name ""Red Rock Cabling"" and address match completely.and 
for MAY DUNS we found company name ""REDROCK SECURITY & CABLING, INC."" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,"REDROCK SECURITY & CABLING, INC.","6 Morgan Ste 150
Irvine, CA 92618-1922, 
United States",949-900-3460 ,21621761/603733416,
,35915674,199567868,GATESMAN DAVE,GATESMANDAVE,,2730 SIDNEY ST STE 300,,PITTSBURGH,PA,D,After research on the web found possible DUNS,35915674/199567868,"On hoovers for JUNE DUNS we found company name ""Dave Gatesman Inc"" and address match completely.and 
for MAY DUNS we found company name ""Dave Gatesman Inc"" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Single Location,Dave Gatesman Inc,"2730 Sidney St Ste 300
Pittsburgh, PA 15203-5137, 
United States",412-381-5400 ,35915674/199567868,
,177430985,19529515,ATRIUM COMPANIES INC,ATRIUM WINDOWSDOORS,,13355 NOEL RD STE 1250,,DALLAS,TX,B,After research on the web accept original DUNS,19529515,"We could find different company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Headquarters,ATRIUM CORPORATION,"13355 Noel Rd Ste 1250
Dallas, TX 75240-6836, 
United States",214-583-1543 ,,
,32652067,618270180,PGA NATIONAL RESORT,PGA NATIONAL RESORT,,400 AVENUE OF CHAMPIONS,,PALM BEACH GARDENS,FL,D,After research on the web found possible DUNS,32652067/618270180,"On hoovers for JUNE DUNS we found company name ""HOTEL RESORT COMPANY"" and address match completely.and 
for MAY DUNS we found company name ""Pga Resort & Spa"" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Branch,Pga Resort & Spa,"400 Avenue Of The Champions
Palm Beach Gardens, FL 33418-3619, 
United States",561-627-2000 ,32652067/618270180,
,605078026,7408229,RGS FINANCIAL INC.,RGS FINANCIAL INC,,1700 JAY ELL DR STE 200,,RICHARDSON,TX,A,Accepted original DUNS based on input data given,605078026,"we could find JUNE DUNS on hoovers with input company name and address match. 
For MAY DUNS we could find different  company name where  address doesn't match.
",,June,Single Location,Rgs Financial Inc,"1700 Jay Ell Dr Ste 200
Richardson, TX 75081-6788, 
United States",469-791-4700 ,,
,122790459,959124236,GANTREX USA INC,GANTREX USA INC,,2000 OXFORD DR STE 400,,BETHEL PARK,PA,D,After research on the web found possible DUNS,122790459/959124236,"On hoovers for JUNE DUNS we found company name ""Gantrex, Inc."" and address match completely.and 
for MAY DUNS we found company name ""Gantrex Crane Rail Installations, Inc."" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Single Location / Branch,"Gantrex, Inc.","2000 Oxford Dr Ste 400
Bethel Park, PA 15102-1841, 
United States",412-347-0300 ,122790459/959124236,
,786521422,137349911,OGDEN CAP PROPERTIES,OGDEN CAP PROPERTIES,,390 PARK AVE # 600,,NEW YORK,NY,E,After research on the web found Business but no DUNS,,"We could find existing DUNS on hoovers where company name as ""Ogden Cap Properties, LLC "" and address  matches partially. 
After research we could find company business on web, but there is no DUNS available for the obligor.

",http://new-york-ny.neusacompanies.com/comp/ogden-cap-properties-llc-1222477.html,,,,,,,
,8874096,830029943,AVTRON INDUSTRIAL,AVTRON INDUSTRIAL,,7555 E PLEASANT VALLEY RD,,INDEPENDENCE,OH,D,After research on the web found possible DUNS,008874096/830029943,"On hoovers for JUNE DUNS we found company name ""NIDEC AVTRON AUTOMATION CORPORATION"" and address match completely.and 
for MAY DUNS we found company name ""Avtron Industrial Automation, Inc."" and address matches partially. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Branch,NIDEC AVTRON AUTOMATION CORPORATION,"7555 E Pleasant Valley Rd
Independence, OH 44131-5562, 
United States",216-642-1230 ,008874096/830029943,
,606984573,116211863,TECH LAW INC 200,TECHNOLOGY LAW INC 200,,14500 AVION PKWY,,CHANTILLY,VA,D,After research on the web found possible DUNS,606984573/116211863,"On hoovers for JUNE DUNS we found company name ""Techlaw Holdings, Inc."" and address match completely.and 
for MAY DUNS we found company name ""Techlaw, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Headquarters,"Techlaw Holdings, Inc.","14500 Avion Pkwy Ste 300
Chantilly, VA 20151-1108, 
United States",703-818-1000 ,606984573/116211863,
,825146363,556509052,MEDBRIDGEHLTHCARELLC,MEDBRIDGEHLTHCARELLC,,430 WOODRUFF RD STE 450,,GREENVILLE,SC,D,After research on the web found possible DUNS,825146363/556509052,"On hoovers for JUNE DUNS we found company name ""Medbridge Healthcare LLC"" and address match completely.and 
for MAY DUNS we found company name ""Sleepworks, LLC"" and address matches completely. Tradestyle name is match.So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters / Headquarters,Medbridge Healthcare LLC,"430 Woodruff Rd Ste 450
Greenville, SC 29607-3443, 
United States",864-527-5970 ,825146363/556509052,
,101279920,26826628,BBC WW AMERICAS,BBC WW AMERICAS,,1120 6TH AVE 5TH FL,,NEW YORK,,D,After research on the web found possible DUNS,101279920/26826628,"On hoovers for JUNE DUNS we found company name ""BBC Worldwide Americas Inc. "" and address matches completely and for MAY DUNS we found company name "" BBC Worldwide Americas Inc. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Headquarters,BBC Worldwide Americas Inc.,"1120 Avenue Of The Americas # 5th
New York, NY 10036-6700, 
United States",212-705-9300 ,101279920/26826628,
,969138333,73686594,MANNING & NAPIER ADV,MANNING NAPIER ADV,,290 WOODCLIFF DR,,FAIRPORT,NY,D,After research on the web found possible DUNS,969138333/73686594,"On hoovers for JUNE DUNS we found company name ""MANNING & NAPIER, INC. "" and address matches completely and for MAY DUNS we found company name "" Manning & Napier Advisors, LLC "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters / Headquarters,"Manning & Napier Advisors, LLC","290 Woodcliff Dr
Fairport, NY 14450-4298, 
United States",716-639-9205 ,969138333/73686594,
,95754974,829583090,PEARLAND INDEPENDENT,PEARLAND INDEPENDENT,-,1928 N MAIN ST,-,PEARLAND,TX,A,Accepted original DUNS based on input data given,95754974,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is  different.,,June,Headquarters,Pearland Independent School District,"1928 N Main St
Pearland, TX",281-485-3203 ,-,95754974
,67607739,859264389,R & S BEVERAGE COMPANY,R S BEVERAGE CO,-,17500 ADELANTO RD,-,ADELANTO,CA,D,After research on the web found possible DUNS,67607739 / 859264389,"On hoovers for JUNE DUNS we found company name ""Ramirez & Sons, Inc."" matches Partially and address matches Completely and for MAY DUNS we found company name ""R & S Beverage Company, A California Limited Partnership"" matches  Partially and address matches Completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,"Ramirez & Sons, Inc.","17500 Adelanto Rd
Adelanto, CA",60-530-2288 ,67607739 / 859264389,-
,969768998,67428271,DIVERSE CITY INC,DIVERSE CITY INC,-,227 3RD AVE N,-,FRANKLIN,TN,D,After research on the web found possible DUNS,969768998 / 067428271,"On hoovers for JUNE DUNS we found company name ""Diverse City Inc"" matches Partially and address matches Completely and for MAY DUNS we found company name ""Freak Life Inc"" matches  Partially and address matches Completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location / Single Location,Diverse City Inc,"227 3rd Ave N
Franklin, TN",615-791-7977 ,969768998 / 067428271,-
,790604792,799921325,HAND SURGERY ASSOC,HAND SURGERY ASSOC,-,601 E HAMPDEN AVE,-,ENGLEWOOD,CO,A,Accepted original DUNS based on input data given,790604792,we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name where address is  different.,,June,Branch,Colorado Hand Therapy LLC,"601 E Hampden Ave Ste 500
Englewood, CO",303-744-7078 ,-,-
