Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,74928418,103391843,COSTCO WHOLESALE,COSTCO WHOLESALE,,999 LAKE DR,,ISSAQUAH,WA,B,After research on the web accept original DUNS,103391843,"We could find same company name with JUNE DUNS where address matches partially. 
For MAY DUNS we could find input company name and address matches.
",,May,Headquarters,COSTCO WHOLESALE CORPORATION,"999 Lake Dr
Issaquah, WA 98027-5367, 
United States",425-313-8100 ,,
,38503546,606540078,AON,AON,,200 E RANDOLPH ST,,CHICAGO,IL,D,After research on the web found possible DUNS,"38503546/606540078
","On hoovers for JUNE DUNS we found company name""AON Corporation""and address matches completely and 
for MAY DUNS we found company name""AON GROUP, INC."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,AON Corporation,"200 E Randolph St
Chicago, IL 60601-6436, 
United States",312-381-1000 ,"38503546/606540078
",
,8898884,8898843,L 3 COMMUNCTNS INC.,L3 COMMUNCTNS INC,,600 3RD AVE FL 34TH,,NEW YORK,NY,D,After research on the web found possible DUNS,"8898884/008898843
","On hoovers for JUNE DUNS we found company name""L-3 COMMUNICATIONS CORPORATION""and address matches completely and 
for MAY DUNS we found company name""L-3 Communications Holdings, Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,L-3 COMMUNICATIONS CORPORATION,"600 3rd Ave
New York, NY 10016-1901, 
United States",212-697-1111 ,"8898884/008898843
",
,555519623,167204325,CBS,CBS,,524 W 57TH ST 555 11,,NEW YORK,,B,After research on the web accept original DUNS,167204325,"We could find different company name with JUNE DUNS where address matches. 
For MAY DUNS we could find input company name and address matches.
",,May,Single Location,"Cbs, Inc.","524 W 57th St, New York, NY 10019-2924,  United States",212-975-8623 ,,
,104786301,29053964,CIGNA CORP,CT GENERAL LIFE INS,,1601 CHESTNUT ST,,PHILADELPHIA,PA,C,After research on the web found better DUNS,79891759,"On hoovers for JUNE DUNS we found company name""Connecticut General Lifeinsura"" and address matches and for MAY DUNS we could find ""CIGNA Corporation"" and address does not matches. After research on web found better dUNS with company name""CIGNA CORPORATION"" and address matches completely.
",,-,Branch,CIGNA CORPORATION,"1601 Chestnut St
Philadelphia, PA 19192-0003, 
United States",215-761-2244 ,79891759,"029053964
"
,188544808,32528429,UPS,UPS,,1335 NORTHMEADOW PKWY,,ROSWELL,GA,C,After research on the web found better DUNS,4541789,"On hoovers for JUNE DUNS we found company name""UPS FUEL SERVICES, INC"" and address does not matches and for MAY DUNS we could find ""United Parcel Service, Inc. (oh)"" and address does not matches. After research on web found better dUNS with company name""United Parcel Service, Inc. (oh)"" and address matches completely.
",,-,Branch,"United Parcel Service, Inc. (oh)","1335 Northmeadow Pkwy #119, Roswell, GA 30076-4949,  United States",,4541789,6991681
,193910226,825240567,ABB,ABB,,5 WATERSIDE XING,,WINDSOR,CT,D,After research on the web found possible DUNS,193910226/825240567,"On hoovers for JUNE DUNS we found company name ""ABB Inc"" and address matches completely and 
for MAY DUNS we found company name ""ABB Inc."" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Branch,ABB Inc.,"5 Waterside Xing Fl 3-2
Windsor, CT 06095-1595, 
United States",860-285-5606,193910226/825240567,808229041
,624242293,72271711,THE HOME DEPOT,THE HOME DEPOT,,2455 PACES FERRY RD SE,,ATLANTA,GA,D,After research on the web found possible DUNS,624242293/072271711,"On hoovers for JUNE DUNS we found company name""HOME DEPOT INTERNATIONAL, INC.""and address matches completely and 
for MAY DUNS we found company name""THE HOME DEPOT INC"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,"HOME DEPOT INTERNATIONAL, INC.","2455 Paces Ferry Rd Se
Atlanta, GA 30339-1834, 
United States",770-384-3889 ,624242293/072271711,
,47315374,792925450,MCKESSON CORP,MCKESSON CORP,,1220 SENLAC DR,,CARROLLTON,TX,D,After research on the web found possible DUNS,47315374/792925450,"On hoovers for JUNE DUNS we found company name""MCKESSON CORPORATION""and address matches completely and 
for MAY DUNS we found company name""McKesson Corporation"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Branch,MCKESSON CORPORATION,"1220 Senlac Dr
Carrollton, TX 75006-7019, 
United States",214-483-3689 ,47315374/792925450,177667227
,797179244,190123377,APPLE COMPUTER INC.,APPLE INC,,12545 RIATA VISTA CIR # CR,,AUSTIN,TX,D,After research on the web found possible DUNS,797179244/190123377,"On hoovers for JUNE DUNS we found company name""APPLE INC.""and address matches completely and 
for MAY DUNS we found company name""Fex Apple Computer"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Single Location,APPLE INC,"12545 Riata Vista Cir
Austin, TX 78727-6524, 
United States",512-674-2000 ,797179244/190123377,60704780
,167141923,807678938,MAYO CLINIC,MAYO CLINIC,,200 1ST ST SW,,ROCHESTER,MN,D,After research on the web found possible DUNS,167141923/807678938,"On hoovers for JUNE DUNS we found company name""MAYO CLINIC.""and address matches completely and 
for MAY DUNS we found company name""Mayo Clinic"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,MAYO CLINIC,"200 1st St Sw
Rochester, MN 55905-0002, 
United States",507-284-2511 ,167141923/807678938,
,74187949,21453623,MEMORIAL HERMANN,MEMORIAL HERMANN HEA,,909 FROSTWOOD DR,,HOUSTON,TX,D,After research on the web found possible DUNS,74187949/021453623,"On hoovers for JUNE DUNS we found company name""MEMORIAL HERMANN HEALTH SYSTEM.""and address matches completely and 
for MAY DUNS we found company name""Memorial Hermann"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Single Location,MEMORIAL HERMANN HEALTH SYSTEM,"909 Frostwood Dr Ste 2100
Houston, TX 77024-2301, 
United States",713-242-3000 ,74187949/021453623,
,147211270,196904069,THE SCOTTS CO LLC,THE SCOTTS CO LLC,,14111 SCOTTSLAWN RD,,MARYSVILLE,OH,D,After research on the web found possible DUNS,147211270/196904069,"On hoovers for JUNE DUNS we found company name""THE SCOTTS COMPANY LLC.""and address matches completely and 
for MAY DUNS we found company name""THE SCOTTS MIRACLE-GRO COMPANY"" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,THE SCOTTS COMPANY LLC,"14111 Scottslawn Rd
Marysville, OH 43040-7801, 
United States",937-644-0011 ,147211270/196904069,
,50957364,947310723,NIKE INC,NIKE INC,,PO BOX 4250,,BEAVERTON,,D,After research on the web found possible DUNS,50957364/947310723,"On hoovers for JUNE DUNS we found company name""NIKE, Inc""and address matches completely and 
for MAY DUNS we found company name""Nike, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"NIKE, Inc.","1 Bowerman Dr.
Beaverton, OR 97005-6453, 
United States",503-671-6453 ,50957364/947310723,
,77179997,144730749,CATHOLIC HEALTH INIT,CATHOLIC HEALTH INIT,,11045 E LANSING CIR,,ENGLEWOOD,CO,D,After research on the web found possible DUNS,77179997/144730749,"On hoovers for JUNE DUNS we found company name""Catholic Health Initiatives""and address matches completely and 
for MAY DUNS we found company name""Catholic Health Initiatives."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Branch/Branch,Catholic Health Initiatives,"11045 E Lansing Cir
Englewood, CO 80112-5909, 
United States",253-552-4100 ,77179997/144730749,948185459
,125107651,25027256,AT&T SERVICES INC.,ATT SERVICE INC,,ONE AT&T CTR FL29 D3,,ST LOUIS,,A,Accepted original DUNS based on input data given,125107651,"we could find JUNE DUNS on hoovers with input company name and address. 
For MAY DUNS we could find same company name with different address.
",,June,Branch,"AT&T Services, Inc.","1 Sbc Center 24d7 24 D
Saint Louis, MO 63101, 
United States",,,
,6924872,160567595,DELTA AIR LINES,DELTA AIR LINES,,1030 DELTA BLVD,,ATLANTA,GA,D,After research on the web found possible DUNS,6924872/160567595,"On hoovers for JUNE DUNS we found company name""DELTA AIR LINES, INC.""and address matches completely and 
for MAY DUNS we found company name""Delta Air Lines, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,"DELTA AIR LINES, INC.","1030 Delta Blvd
Atlanta, GA 30354-1989, 
United States",404-715-2600 ,6924872/160567595,
,4206397,107104457,THE SHERWIN WILLIAMS,THE SHERWINWILLIAMS,,101 W PROSPECT AVE,,CLEVELAND,OH,D,After research on the web found possible DUNS,4206397/107104457,"On hoovers for JUNE DUNS we found company name""THE SHERWIN-WILLIAMS COMPANY.""and address matches completely and 
for MAY DUNS we found company name""The Sherwin-Williams Company."" and address matches completely. So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Branch,THE SHERWIN-WILLIAMS COMPANY,"101 W Prospect Ave #1020
Cleveland, OH 44115-1075, 
United States",216-566-2000 ,4206397/107104457,
,623349313,943102368,PHILIPS,PHILIPS,,3000 MINUTEMAN RD,,ANDOVER,MA,D,After research on the web found possible DUNS,623349313/943102368,"On hoovers for JUNE DUNS we found company name""Witt Biomedical Corporation"" and address matches and 
for MAY DUNS we found company name""Witt Biomedical Corporation"" and address matches. So both JUNE and MAY DUNS are considered.
""PHILIPS HEALTHCARE"" is trade name for ""Witt Biomedical Corporation"".",,June/May,Single Location/Headquarters,PHILIPS HOLDING USA INC.,"3000 Minuteman Rd Ms1203
Andover, MA 01810-1032, 
United States",800-223-1828 ,623349313/943102368,
,51983609,48481618,ARC,ARC,,345 CLINTON ST,,COSTA MESA,`,A,Accepted original DUNS based on input data given,51983609,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Headquarters,ARC,"345 Clinton St
Costa Mesa, CA 92626-6011, 
United States",714-424-8500 ,,
,26930534,37955940,WELLPOINT INC,ANTHEM INC,,1351 WM HOWRD TFT RD,,CINCINATTI,,A,Accepted original DUNS based on input data given,26930534,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Branch,"Wellpoint, Inc.","1351 William Path
Cincinnati, OH 45206, 
United States",513-475-2972,,37955940
,6924872,160387619,DELTA AIR LINES INC,DELTA AIR LINES INC,,1030 DELTA BV DPT832,,ATLANTA,,A,Accepted original DUNS based on input data given,6924872,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Headquarters,"DELTA AIR LINES, INC.","1030 Delta Blvd
Atlanta, GA 30354-1989, 
United States",404-715-2600 ,,
,13379872,834197258,HAPYPET CORP,HAPYPET CORP,,5813 SKYLANE BLVD,,WINDSOR,CA,A,Accepted original DUNS based on input data given,13379872,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name with same address.
",,June,Single Location,Hapypet Corporation,"5813 Skylane Blvd
Windsor, CA 95492-6836, 
United States",800-427-7973 ,,
,78739747,75036264,SIEMENS CORP,SIEMENS CORP,,3850 QUDRANGL AFS422,,ORLANDO,,A,Accepted original DUNS based on input data given,78739747,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Branch,Siemens Corporation,"3850 Quadrangle Blvd
Orlando, FL 32817-8368, 
United States",407-487-5000,,316067164
,79666076,153561212,AECOM TECH CORP,AECOM TECHNOLOGY CORP,,515 S FLOWER ST,,LOS ANGELES,CA,A,Accepted original DUNS based on input data given,79666076,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Branch,Aecom,"515 S Flower St Ste Fl3
Los Angeles, CA 90071-2201, 
United States",213-593-8000 ,,153561212
,50185257,787824291,MEDIANEWS GROUP INC,MEDIANEWS GROUP INC,,12320 ORACLE BLVD,,COLORADO SPRINGS,CO,A,Accepted original DUNS based on input data given,50185257,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Single Location,Media News Group,"12320 Oracle Blvd Ste 300
Colorado Springs, CO 80921-2543, 
United States",,,
,603913166,24804625,BANK OF NY MELLON,BANK OF NY MELLON,,101 BARCLAY ST # 10W,,NEW YORK,NY,A,Accepted original DUNS based on input data given,603913166,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find anything.
",,June,Branch,The Bank of New York Mellon Corporation,"101 Barclay St
New York, NY 10007-2119, 
United States",212-495-1784 ,,51550713
,55423172,171653863,ZURICH AMERICAN,ZURICH AMERICAN,,1400 AMERICAN LN,,SCHAUMBURG,IL,A,Accepted original DUNS based on input data given,55423172,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name with same address.
",,June,Headquarters,Zurich American Corporation,"1400 American Ln
Schaumburg, IL 60196-5452, 
United States",847-605-6000,,
,148970184,111367897,HURON CONS GROUP LLC,HURON CONSLT GROUP INC,,550 W VAN BUREN ST,,CHICAGO,IL,D,After research on the web found possible DUNS,148970184/111367897,"On hoovers for JUNE DUNS we found company name ""Huron Consulting Group Inc "" and address matches completely and for MAY DUNS we found company name ""Huron Consulting Services LLC"" and address matches completely.So both JUNE and MAY DUNS are considered.
",,June/May,Headquarters/Headquarters,Huron Consulting Group Inc.,"550 W Van Buren St #1600
Chicago, IL 60607-3827, 
United States",312-583-8700 ,148970184/111367897,
,78595846,75394080,THE DANBURY HOSPITAL,WESTERN CONNECTICUT,,14 RESEARCH DR,,BETHEL,CT,A,Accepted original DUNS based on input data given,78595846,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find same company name with different address.
",,June,Single Location,Western Connecticut Medical Group,"14 Research Dr
Bethel, CT 06801-1040, 
United States",203-794-5331,,
,14960165,792533908,GENERAL NUTRITION,GENERAL NUTRITION,,300 6TH AVE,,PITTSBURGH,PA,A,Accepted original DUNS based on input data given,14960165,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could not find anything.
",,June,Headquarters,GENERAL NUTRITION CORPORATION,"300 6th Ave
Pittsburgh, PA 15222-2514, 
United States",412-288-4600 ,,
,926692716,194241365,TOURICO HOLIDAYS INC,TOURICO HOLIDAYS INC,,220 E CENTRAL PKWY,,ALTAMONTE SPRINGS,FL,A,Accepted original DUNS based on input data given,926692716,"we could find JUNE DUNS on hoovers with input company name and address. For MAY DUNS we could find different company name with same address.
",,June,Single Location,"Tourico Holidays, Inc.","220 E Central Pkwy #4010
Altamonte Springs, FL 32701-3439, 
United States",407-667-8700 ,,
